143	0,0,0;0
203	0,0,0;0
269	0,0,0;0
55	0,0,0;0
173	0,0,0;0
148	0,0,0;0
15	0,0,0;0
95	0,0,0;0
231	0,0,0;0
36	0,0,0;0
224	0,0,0;0
28	0,0,0;0
78	0,0,0;0
237	0,0,0;0
150	0,0,0;0
187	0,0,0;0
123	0,0,0;0
236	0,0,0;0
17	0,0,0;0
185	0,0,0;0
198	0,0,0;0
9	0,0,0;0
34	0,0,0;0
195	0,0,0;0
29	0,0,0;0
91	0,0,0;0
265	0,0,0;0
69	0,0,0;0
229	0,0,0;0
175	0,0,0;0
223	0,0,0;0
85	0,0,0;0
273	0,0,0;0
92	0,0,0;0
137	0,0,0;0
12	0,0,0;0
3	0,0,0;0
23	0,0,0;0
26	0,0,0;0
193	0,0,0;0
93	0,0,0;0
252	0,0,0;0
214	0,0,0;0
52	0,0,0;0
196	0,0,0;0
235	0,0,0;0
10	0,0,0;0
225	0,0,0;0
2	122,0,139;1
141	122,0,139;1
74	122,0,139;1
247	122,0,139;1
263	122,0,139;1
6	122,0,139;1
108	122,0,139;1
22	122,0,139;1
66	122,0,139;1
254	122,0,139;1
177	122,0,139;1
14	122,0,139;1
98	122,0,139;1
194	122,0,139;1
27	122,0,139;1
192	122,0,139;1
59	122,0,139;1
152	122,0,139;1
135	122,0,139;1
145	122,0,139;1
174	122,0,139;1
250	122,0,139;1
18	122,0,139;1
54	122,0,139;1
271	122,0,139;1
107	122,0,139;1
180	122,0,139;1
270	88,0,159;2
160	88,0,159;2
238	88,0,159;2
241	88,0,159;2
260	88,0,159;2
204	88,0,159;2
106	88,0,159;2
117	88,0,159;2
274	88,0,159;2
0	88,0,159;2
80	88,0,159;2
41	88,0,159;2
166	88,0,159;2
112	88,0,159;2
246	88,0,159;2
178	88,0,159;2
83	88,0,159;2
176	88,0,159;2
90	88,0,159;2
64	88,0,159;2
211	88,0,159;2
168	88,0,159;2
42	88,0,159;2
7	88,0,159;2
102	88,0,159;2
153	88,0,159;2
219	88,0,159;2
140	88,0,159;2
13	88,0,159;2
217	88,0,159;2
45	88,0,159;2
233	88,0,159;2
37	88,0,159;2
213	88,0,159;2
48	88,0,159;2
72	88,0,159;2
189	88,0,159;2
82	88,0,159;2
19	88,0,159;2
97	88,0,159;2
32	88,0,159;2
124	88,0,159;2
127	88,0,159;2
157	88,0,159;2
105	88,0,159;2
156	88,0,159;2
272	88,0,159;2
181	0,0,197;3
77	0,0,197;3
256	0,0,197;3
110	0,0,197;3
232	0,0,197;3
8	0,0,197;3
101	0,0,197;3
84	0,0,197;3
183	0,0,197;3
249	0,0,197;3
116	0,0,197;3
81	0,0,197;3
128	0,0,197;3
132	0,0,197;3
120	0,0,197;3
212	0,0,197;3
139	0,0,197;3
182	0,0,197;3
164	0,0,197;3
240	0,0,197;3
47	0,0,197;3
129	0,0,197;3
242	0,0,197;3
89	0,0,197;3
259	0,0,197;3
111	0,0,197;3
267	0,0,197;3
142	0,0,197;3
243	0,0,197;3
171	0,0,197;3
71	0,0,197;3
199	0,0,197;3
57	0,0,197;3
202	0,0,197;3
86	0,0,197;3
33	0,0,197;3
184	0,0,197;3
122	0,0,197;3
75	0,0,197;3
134	0,0,197;3
266	0,0,197;3
158	0,0,197;3
216	0,0,197;3
46	0,0,197;3
63	0,0,197;3
4	0,0,197;3
43	0,0,197;3
109	0,0,197;3
205	0,0,197;3
221	0,0,197;3
126	0,0,197;3
230	0,0,197;3
228	0,84,221;4
16	0,84,221;4
165	0,84,221;4
100	0,84,221;4
144	0,84,221;4
96	0,84,221;4
104	0,84,221;4
65	0,84,221;4
121	0,84,221;4
31	0,84,221;4
208	0,84,221;4
50	0,84,221;4
149	0,84,221;4
56	0,84,221;4
163	0,84,221;4
200	0,84,221;4
94	0,84,221;4
154	0,84,221;4
25	0,84,221;4
218	0,84,221;4
99	0,84,221;4
53	0,84,221;4
113	0,84,221;4
234	0,84,221;4
88	0,84,221;4
30	0,84,221;4
68	0,84,221;4
207	0,84,221;4
40	0,84,221;4
248	0,84,221;4
35	0,84,221;4
264	0,84,221;4
131	0,84,221;4
179	0,84,221;4
138	0,84,221;4
257	0,84,221;4
169	0,84,221;4
222	0,84,221;4
61	0,84,221;4
206	0,84,221;4
251	0,84,221;4
258	0,84,221;4
261	0,84,221;4
155	0,84,221;4
125	0,84,221;4
227	0,84,221;4
197	0,149,221;5
245	0,149,221;5
51	0,149,221;5
188	0,149,221;5
49	0,149,221;5
191	0,149,221;5
159	0,149,221;5
73	0,149,221;5
209	0,149,221;5
268	0,149,221;5
21	0,149,221;5
215	0,149,221;5
67	0,149,221;5
130	0,149,221;5
172	0,149,221;5
38	0,149,221;5
62	0,149,221;5
70	0,149,221;5
136	0,149,221;5
210	0,149,221;5
44	0,149,221;5
119	0,149,221;5
115	0,149,221;5
146	0,149,221;5
190	0,149,221;5
201	0,149,221;5
79	0,149,221;5
167	0,149,221;5
39	0,149,221;5
76	0,149,221;5
118	0,149,221;5
20	0,149,221;5
161	0,149,221;5
5	0,149,221;5
262	0,149,221;5
11	0,149,221;5
170	0,149,221;5
103	0,149,221;5
186	0,149,221;5
226	0,149,221;5
133	0,149,221;5
220	0,149,221;5
114	0,149,221;5
162	0,149,221;5
255	0,149,221;5
24	0,149,221;5
239	0,149,221;5
87	0,149,221;5
1	0,149,221;5
244	0,149,221;5
147	0,149,221;5
151	0,149,221;5
253	0,149,221;5
58	0,149,221;5
60	0,149,221;5
